AgingMOSFET0X,AgingMOSFET0Y,AgingMOSFET1X,AgingMOSFET1Y,AgingMOSFET2X,AgingMOSFET2Y,AgingMOSFET3X,AgingMOSFET3Y,AgingMOSFET4X,AgingMOSFET4Y,AgingMOSFET5X,AgingMOSFET5Y
116.1252996,25.59149217,99.8611833,12.14059047,115.2018791,9.00383869,163.6665628,11.95681107,172.8411925,5.848333914,174.509307,2.528636205
117.5848998,26.03489643,101.3207835,12.546072,117.5848998,9.236098066,164.0835914,12.46439226,175.3433642,5.930013646,177.0114787,2.557807538
119.0445,26.45788076,102.5718694,12.95447066,120.399843,9.081976189,165.6623426,14.10465465,177.845536,6.186721378,179.5136505,2.715332737
120.5041002,26.96837909,104.4484982,13.43288052,120.7126145,9.453910687,165.0219058,13.20826126,180.3477077,6.28590391,182.0158222,3.018714602
122.4700923,27.43178655,106.5336413,13.88211905,121.9219975,8.473753894,165.5431916,13.66858489,182.8498795,6.455097642,184.3094797,3.327930733
124.7577922,26.81668816,107.9932415,14.40136878,123.6839434,8.023056797,167.2113061,14.70475065,185.3520512,6.75264524,186.6031371,3.479621665
125.9254723,26.60665456,109.4528417,14.79226465,126.0446233,8.183707496,167.0027918,15.28234304,187.854223,6.793485107,188.8967945,3.62897889
126.5510152,27.16674415,111.1209562,15.19482904,128.5467951,8.233715496,167.4198204,14.05714705,190.3563947,7.044358571,190.7734233,4.071799727
127.8021011,27.81434775,113.2060993,15.66157037,130.2347681,8.298725895,167.4198204,15.70241024,192.8585664,7.324403369,192.8585664,4.366430192
129.6787299,28.27992222,114.6656995,15.42236544,131.5851465,8.98883629,167.6283347,16.03496344,195.3607382,7.604448167,195.3607382,4.232242059
131.9723873,28.35693454,115.0827281,14.96729265,132.1809017,9.355895007,168.2538776,16.61255583,197.8629099,7.855321632,197.8629099,4.354761658
134.4745591,27.97187295,115.4997567,14.70475065,133.0149589,8.928826691,168.4623919,17.08513143,200.1565674,8.018681097,200.3650817,4.681480589
136.9767308,27.56930855,115.4997567,14.12715825,134.3077476,10.08751204,169.0879349,17.59271263,202.4502248,8.467919627,202.8672534,4.938188321
139.4789026,27.35927495,115.9167853,13.86461625,136.6014051,9.964992443,169.5744683,18.07695675,204.9523965,8.58460496,205.3694252,4.856508588
141.9810743,27.31260082,115.9167853,13.28702386,137.9150452,10.46907308,170.269516,18.85874848,207.4545683,8.794638558,207.4545683,5.06945932
144.4832461,27.29509802,116.3338139,12.86695666,139.8065679,10.99415707,170.7560494,19.53552341,209.95674,9.01634069,209.5397114,5.47494085
146.9854178,27.16674415,117.7934141,12.47022653,139.2703883,10.39906188,170.9645637,19.95559061,212.2503975,9.355895007,212.0418831,5.912510847
149.4875896,27.06172735,119.8785573,12.93696786,140.6882856,11.44922987,171.5901066,20.4981774,214.5440549,9.669778552,214.1270263,6.207141311
151.5727327,26.39078669,121.5466717,13.39204066,142.2729944,11.82729035,172.0071352,21.0757698,217.0462266,9.821469484,215.7951408,6.679716907
154.0749044,26.08740483,122.7977576,13.82961065,144.2283952,12.25046915,172.8411925,21.63585939,219.5483984,10.07817722,217.2547409,7.050192838
156.5770762,26.15158176,123.6318149,14.21467225,146.730567,11.98987191,173.6752497,22.19594899,222.0505701,10.50991295,218.5058268,7.598613901
159.0792479,26.46079789,124.4658721,14.63473945,148.1948008,12.17734635,174.509307,22.73853579,224.3442276,10.90314252,220.3824556,8.007012564
161.5814196,26.84585949,125.2999294,15.08981224,148.0279894,11.72927467,175.3433642,23.45615058,226.4293707,11.36521643,222.8846274,8.298725895
164.0835914,27.19591549,126.1339866,15.54488504,149.5918467,12.62191746,175.7603929,23.89372058,228.3059995,11.78178307,225.3867991,8.742130159
166.1687345,27.29801515,127.1765582,16.08163757,150.3216468,13.17675622,176.1774215,24.33129057,229.7655997,12.25435867,227.4719422,9.05134629
,,127.8021011,16.59505303,151.0514469,13.50580886,176.5944501,24.78636337,231.0166855,12.77944266,229.348571,9.481915166
,,128.6361584,17.26015943,152.7344553,13.97463385,177.0114787,25.20643057,232.0592571,13.25201826,231.6422285,9.967326149
,,129.053187,18.08279102,152.6153042,14.31968905,177.4285074,25.64400056,233.1018287,13.77126799,233.7273716,10.25903948
,,129.5397204,19.03377648,154.491933,13.19075846,177.845536,26.04656496,234.3529145,14.22634078,234.9784575,10.66160388
,,129.2617013,18.48535542,155.7847218,12.88445946,178.2625646,26.50163776,235.3954861,14.59973385,236.021029,11.18085361
,,129.956749,20.18896127,156.8898476,13.41829486,178.6795932,26.97421335,236.2295433,15.07230944,237.2721149,11.58925227
,,129.6787299,19.67554581,158.1200821,13.83101088,179.0966219,27.48879567,237.0636006,15.56238784,238.9402294,12.05832731
,,130.3737776,21.3558146,159.3920194,14.46408715,179.9306791,27.93686735,237.8976578,16.08747184,240.6083439,12.41771813
,,130.0957585,20.795725,161.6509244,15.27650878,180.7647364,28.44444854,238.7317151,16.59505303,242.0679441,12.91946506
,,130.7213015,22.09093219,161.5814196,14.82727025,181.8073079,29.02204094,239.5657723,17.03262303,244.1530872,13.33369799
,,131.1383301,22.70353019,162.2069626,15.68490744,,,240.3998296,17.47019303,246.2382303,13.76835085
,,131.5553587,23.24611698,163.4580485,14.72225345,,,241.2338868,17.94276862,247.9063448,14.13590965
,,132.389416,23.87621778,165.0740344,14.21904795,,,241.7204202,18.42701275,249.9914879,14.51221985
,,133.4319875,24.47131297,166.7942774,13.99297012,,,242.4849727,19.09795341,252.4936597,14.90894998
,,134.0575305,24.99639697,167.2113061,14.75142478,,,243.3190299,19.62303741,254.9958314,15.28817731
,,134.8915877,25.46897257,167.6283347,14.19133518,,,244.3616015,20.29397807,256.8724602,15.62656477
,,135.725645,26.04656496,167.0027918,15.26484024,,,244.9871444,20.8657362,258.1235461,16.0933061
,,136.7682165,26.53664336,168.0453633,13.82961065,,,245.8212017,21.5308426,260.0001749,16.50170477
,,138.2278167,26.91295356,169.6208048,14.41692683,,,246.6552589,22.17844619,262.085318,16.79633523
,,139.8959312,27.32426935,171.5206019,14.12132398,,,247.4893162,22.72103299,263.9619468,17.19714935
,,141.5640457,27.76183935,172.4241639,14.59973385,,,247.9063448,23.26361978,265.8385756,17.67147522
,,143.0236459,28.08855828,173.9254669,13.92062521,,,248.6708973,23.81787511,267.0896615,18.01277982
,,,,175.5518786,14.55597685,,,249.5049545,24.47131297,268.3407474,18.51160962
,,,,177.219993,15.34985384,,,250.4085166,25.18892777,269.8003476,18.94042822
,,,,178.4710789,16.03496344,,,251.2425738,25.73151456,271.6769764,19.44509228
,,,,178.8881075,16.52504183,,,252.0766311,26.32660976,273.5536052,19.78056261
,,,,179.7221648,17.70648082,,,252.9106883,26.78168256,275.2217197,20.20062981
,,,,180.0001839,17.34183916,,,253.9532599,27.23675535,277.5153771,20.66153687
,,,,180.556222,16.95386043,,,255.6213744,27.83185055,280.0175489,21.01742713
,,,,182.8498795,17.65397242,,,257.0809745,28.18190655,281.477149,21.57751673
,,,,181.8073079,17.03262303,,,257.9150318,28.54946534,283.1452635,21.99291651
,,,,183.8090453,18.17030502,,,258.9576033,29.04537801,285.2304067,22.37797811
,,,,185.3520512,18.77415162,,,,,287.3155498,22.79104419
,,,,187.136007,18.25198475,,,,,288.77515,23.38613938
,,,,188.0627373,18.06528822,,,,,290.2347501,23.89722114
,,,,189.3833279,18.45034982,,,,,291.9028646,24.37796471
,,,,191.1714961,17.74069084,,,,,293.1539505,24.84470604
,,,,193.6926237,17.75023782,,,,,295.0305793,25.3056131
,,,,193.4007037,17.37217735,,,,,297.3242368,25.52848209
,,,,194.0401475,16.82608999,,,,,299.6178942,25.82486283
,,,,194.1096523,16.39377083,,,,,302.1200659,26.19825589
,,,,193.901138,16.04663197,,,,,304.6222377,26.39662096
,,,,195.7777668,17.97777422,,,,,307.1244094,26.54247762
,,,,195.1522239,17.54020423,,,,,309.6265812,26.61248882
,,,,196.6118241,18.45034982,,,,,311.2946957,26.86919656
,,,,197.237367,18.80740694,,,,,,
,,,,199.1139958,18.31032742,,,,,,
,,,,200.2608245,18.66038342,,,,,,
,,,,200.9906246,19.76305981,,,,,,
,,,,200.573596,19.25547861,,,,,,
,,,,202.1225595,20.4006618,,,,,,
,,,,203.284282,21.10494113,,,,,,
,,,,203.7013107,21.63585939,,,,,,
,,,,204.7438822,22.16677766,,,,,,
,,,,205.3694252,22.54600499,,,,,,
,,,,206.6436793,23.42114498,,,,,,
,,,,206.2729872,22.97774072,,,,,,
,,,,208.2469227,24.28928385,,,,,,
,,,,208.9141685,23.71519202,,,,,,
,,,,208.2886255,24.78636337,,,,,,
,,,,210.2579274,23.22666943,,,,,,
,,,,212.0120954,22.83105059,,,,,,
,,,,214.156814,22.60101379,,,,,,
,,,,214.3951161,23.15610258,,,,,,
,,,,214.3355406,23.82954365,,,,,,
,,,,216.6987028,22.35930846,,,,,,
,,,,216.4206837,23.22277992,,,,,,
,,,,216.2121694,22.91356379,,,,,,
,,,,218.4015697,21.81526309,,,,,,
,,,,218.9228554,21.364566,,,,,,
,,,,220.868989,21.95868881,,,,,,
,,,,221.4250272,21.495837,,,,,,
,,,,223.2599531,22.11893667,,,,,,
,,,,222.6761131,21.5133398,,,,,,
,,,,224.0314561,22.67727599,,,,,,
,,,,225.1782848,24.06291431,,,,,,
,,,,224.7612562,23.59617298,,,,,,
,,,,224.3442276,23.24611698,,,,,,
,,,,227.0251259,24.81136737,,,,,,
,,,,227.4719422,25.22976763,,,,,,
,,,,228.5145138,25.54248433,,,,,,
,,,,229.2095615,24.7980319,,,,,,
,,,,230.2521331,25.24143617,,,,,,
,,,,230.837959,25.86153536,,,,,,
,,,,231.8507428,26.43162656,,,,,,
,,,,232.2677714,26.82835669,,,,,,
