AgingMOSFET14X,AgingMOSFET14Y,AgingMOSFET8X,AgingMOSFET8Y,AgingMOSFET9X,AgingMOSFET9Y,AgingMOSFET36X,AgingMOSFET36Y,AgingMOSFET11X,AgingMOSFET11Y,AgingMOSFET12X,AgingMOSFET12Y
91.94846936,0.011961119,106.6144209,0.012300442,94.49736468,0.005382889,94.53657845,0.008073049,94.53657845,0.010292784,90.2230633,0.001951105
97.12468755,0.01204595,111.7906391,0.015269514,99.71279664,0.005132253,100.0209049,0.008497606,99.71279664,0.00994215,95.39928149,0.001187629
102.3009057,0.011791458,116.9668573,0.020868336,105.0066561,0.005274923,104.5535192,0.008754521,104.8890148,0.010632106,100.5754997,0.001781443
107.5633942,0.013063918,122.574427,0.025852135,109.6338815,0.007747865,109.6338815,0.008714934,110.3733412,0.011924763,106.1830694,0.007401473
111.4551434,0.017362003,127.0111854,0.029264145,115.2414512,0.011961119,115.2414512,0.008907216,115.2414512,0.009585862,104.8890148,0.00199352
116.1041542,0.020596878,132.1504306,0.03528615,114.8100997,0.005836348,120.4176694,0.009119293,120.4176694,0.009925184,110.4965845,0.008368542
121.2803724,0.024685714,135.9463239,0.042215965,120.8490209,0.011027982,125.5938876,0.010010015,125.5938876,0.010518999,116.1041542,0.008525479
126.4565906,0.028587923,139.7422173,0.047725714,125.2857793,0.011900526,130.7701058,0.010595346,130.7701058,0.01077349,121.2803724,0.008644242
130.0511866,0.032755935,142.7616779,0.057040118,130.9661746,0.011074254,135.7502551,0.009931354,135.9463239,0.011011016,126.4565906,0.008932666
134.077134,0.038897673,143.9694621,0.064369485,136.1188645,0.011486068,140.6911906,0.010145744,141.3382179,0.010010015,131.6720226,0.010225947
137.67173,0.044977202,144.7171381,0.072445361,140.8829024,0.013120471,142.7041643,0.008228571,145.4360573,0.002035935,134.3071882,0.009195641
140.8144339,0.051310414,145.7441655,0.08214029,146.3379741,0.015840193,147.1614633,0.012724595,144.5733542,0.012554934,138.534433,0.010077879
143.926327,0.063326068,146.0399494,0.097758822,151.4749785,0.018289485,152.3376815,0.014336377,150.6122755,0.003223564,143.3871376,0.011129779
142.4165967,0.057345508,145.0047058,0.091956406,156.6032687,0.02092489,157.5138997,0.015439175,155.7884936,0.007295434,142.4165967,0.007634757
144.8321652,0.072513225,147.5928149,0.10722592,161.8274149,0.024516053,162.6901179,0.01503623,160.9647118,0.008143741,148.8868694,0.01340324
146.1138954,0.08214029,150.6738971,0.113551862,167.0036331,0.026976141,163.5528209,0.012453137,165.3644973,0.010539358,154.0630876,0.014930191
147.223085,0.091810983,155.2133583,0.119356701,171.9641755,0.028015317,169.0371473,0.01611782,169.0371473,0.016335956,159.2393058,0.015948159
149.4907615,0.099896554,157.5755214,0.125767473,177.3560694,0.031048012,173.9052573,0.017772018,173.4739058,0.017581149,164.415524,0.015778498
149.3182209,0.108752872,162.2587664,0.129839344,182.5322876,0.033168778,179.0814755,0.019171723,179.0814755,0.019171723,169.5917421,0.014703976
151.4749785,0.115115169,163.1214694,0.138782916,187.7085058,0.035289543,184.6890452,0.020304212,184.6027749,0.019314239,174.7679603,0.0146757
154.9257906,0.121986451,166.14093,0.144763476,192.8231023,0.036186324,189.7789931,0.022836406,189.4339119,0.019426215,179.9441785,0.01603299
159.2393058,0.128772901,169.1603906,0.151677172,198.0609422,0.03885243,187.7085058,0.018153756,187.2771543,0.015099853,185.1203967,0.016626804
164.230659,0.128312392,172.1798512,0.158378792,203.0933765,0.041171134,194.61013,0.030199705,194.61013,0.02281944,190.2966149,0.018917231
169.5917421,0.126991458,174.3366088,0.166013549,208.4133785,0.044536082,192.884724,0.02273461,199.7863482,0.023922239,195.4728331,0.019426215
174.7679603,0.128094256,176.0620149,0.17415729,213.373921,0.048247423,199.7863482,0.031302504,204.9625664,0.022310457,200.6490513,0.018832401
179.9441785,0.130724006,179.512827,0.181028571,218.7658149,0.052679823,204.9625664,0.032999116,210.1387846,0.026721649,205.8252694,0.019511046
183.8263422,0.134541384,184.3193153,0.185972985,223.9420331,0.055733726,210.1387846,0.035544035,215.3150028,0.029181738,211.0014876,0.019256554
185.1203967,0.139546392,188.6574791,0.18357349,229.1182513,0.059381443,215.3150028,0.038682769,220.491221,0.029266568,216.1777058,0.022480118
186.1268836,0.147265979,189.9885067,0.177102125,234.1506856,0.063509867,220.491221,0.041058027,225.6674392,0.030623859,221.353924,0.025534021
186.8458028,0.163214138,194.61013,0.176108395,237.7452816,0.069561119,225.6674392,0.043602946,230.9299276,0.032608895,226.5301422,0.02943623
186.9895866,0.155918704,199.6785103,0.179183505,241.4117695,0.076177909,230.8436573,0.04691134,236.0198755,0.036349926,231.7063604,0.033592931
189.4339119,0.172757585,205.1782422,0.18121944,245.7684198,0.080483912,236.0198755,0.050389396,240.3333907,0.041694256,236.8825786,0.039022091
190.8717502,0.176532548,207.5898893,0.174550596,244.6469058,0.072615022,241.5042019,0.052764654,243.3528513,0.046529602,241.3809586,0.051310414
191.5906694,0.186627393,208.5571624,0.170000589,250.3503314,0.084525243,246.0642037,0.055309573,246.3723119,0.053697791,240.7647422,0.044281591
192.0220209,0.194771134,212.2955422,0.180519588,255.4306937,0.087184683,250.2544755,0.057854492,251.5485301,0.059551105,245.2939331,0.056582032
194.6964003,0.202304094,213.0350019,0.17470263,261.0382634,0.088308689,,,256.7247483,0.06167187,245.0782573,0.065998233
195.0414816,0.206986745,215.7463543,0.174411782,266.2144816,0.091091134,,,261.9009665,0.062096024,247.2350149,0.080198881
194.1787785,0.176956701,217.9031119,0.16745567,271.4523214,0.091781898,,,267.0771846,0.061247717,245.5096089,0.071597054
199.3549967,0.202914875,223.0793301,0.168049485,276.566918,0.091192931,,,272.2534028,0.061078056,251.5485301,0.08712106
200.7353216,0.207902916,228.2555482,0.169491605,281.7431362,0.08975081,,,277.429621,0.06430162,253.4896119,0.097936966
204.3586743,0.212076583,233.4317664,0.17144271,286.9193543,0.087460383,,,282.6058392,0.064386451,252.8425846,0.09246539
206.256621,0.2063081,237.5604167,0.17913806,292.0955725,0.086866568,,,287.7820574,0.067694845,256.7247483,0.104002356
207.4890539,0.1805923,242.4901483,0.184527835,297.2717907,0.087205891,,,292.9582756,0.067440353,261.9009665,0.103069219
207.119324,0.173584683,245.4616809,0.175056495,302.4480089,0.088648012,,,298.1344938,0.066846539,267.2620496,0.104026594
206.6879725,0.199351988,250.6858271,0.174072459,307.2887315,0.091843299,,,303.3107119,0.070154934,269.8809695,0.092910751
206.5441886,0.192565538,254.9993422,0.179883358,312.8004453,0.092889543,,,308.0555786,0.07078268,273.9788089,0.101372607
211.4328391,0.186322003,259.4977223,0.185972985,318.1615284,0.09428319,,,313.6631483,0.06964595,274.8415119,0.090938439
210.5701361,0.17950162,264.2302646,0.185405832,322.0026109,0.098318704,,,317.9766635,0.069688365,279.1550271,0.105529308
210.5701361,0.173902798,265.6872742,0.179275405,323.953963,0.119586956,,,322.2901786,0.077959352,278.292324,0.091447423
213.5895967,0.194516642,270.5279968,0.185100442,322.7215301,0.093483358,,,325.1179274,0.085905155,284.3312453,0.109092194
217.0404088,0.189426804,271.8220513,0.175684242,325.8026124,0.110207111,,,329.1918029,0.077535199,287.0631382,0.115708984
218.0468957,0.199521649,274.8415119,0.171612371,327.5280184,0.101699811,,,334.368021,0.071936377,288.2134089,0.125549337
219.1971664,0.210167894,278.9701621,0.178556364,333.8134262,0.096028277,,,339.5442392,0.071936377,291.3407074,0.134329308
222.4323028,0.217039175,283.0371907,0.174920766,338.6815362,0.097894551,,,344.7204574,0.073802651,292.8720053,0.137866745
222.216627,0.225946392,285.1939483,0.170339912,343.8577544,0.09908218,,,349.8966756,0.076856554,298.3193587,0.139582748
224.6609523,0.203932842,288.9035713,0.176447717,349.4653241,0.100507334,,,354.6415423,0.078213844,302.6328738,0.131947991
227.8241967,0.195585508,291.664221,0.185711222,353.9020825,0.101408963,,,359.9410038,0.079915304,304.8923342,0.120798822
226.5301422,0.191971723,295.8051956,0.189274109,359.3864089,0.102390574,,,365.4253302,0.08033461,306.9053079,0.090599116
231.131225,0.207241237,296.6966554,0.202168365,364.5626271,0.102390574,,,371.4642514,0.082200884,305.898821,0.114351694
230.4123058,0.197316053,297.358061,0.195626227,369.7388453,0.102899558,,,376.6404696,0.081861561,306.3301725,0.10722592
237.0674435,0.207786577,300.4829631,0.182103093,374.6993877,0.105126362,,,382.2480393,0.082794698,306.7615241,0.100100147
240.0745798,0.226531723,299.4285483,0.189681296,380.0912817,0.107989396,,,386.9929059,0.085537555,308.0555786,0.08177673
240.3333907,0.218184389,300.2912513,0.172503093,385.2674999,0.109601178,,,392.1691241,0.085509278,309.7809847,0.074311635
241.1960937,0.212076583,308.4869301,0.190868925,390.4437181,0.110619146,,,397.3453423,0.082964359,310.2123362,0.093228866
240.3333907,0.235489838,313.4782834,0.188227057,395.6199362,0.110873638,,,402.5215605,0.085933432,311.7220665,0.068034168
246.6958255,0.21971134,315.8199059,0.18575485,400.7961544,0.111806775,,,407.6977787,0.08712106,316.2512574,0.064980265
244.2155543,0.213094551,319.9177453,0.194834757,405.9723726,0.11257025,,,412.8739969,0.090090133,319.1474747,0.09391963
246.6311228,0.22693891,319.8458534,0.203254197,411.1485908,0.113248895,,,418.050215,0.092635052,319.9608804,0.070680884
250.6858271,0.218947865,320.133421,0.208004713,415.8934575,0.112824742,,,423.2264332,0.092889543,321.1686647,0.080249779
252.1524222,0.225717349,324.1234226,0.185863918,421.5010272,0.115284831,,,428.4026514,0.091362592,322.2901786,0.102814728
253.7052877,0.232130545,325.7409907,0.194007658,426.6772454,0.117122828,,,433.5788696,0.090853608,324.0772063,0.112024911
253.7052877,0.237865096,324.0155847,0.179119882,431.8534635,0.120289838,,,438.7550878,0.092295729,322.2901786,0.09373785
256.964388,0.222821797,324.0155847,0.174411782,437.0296817,0.123852725,,,443.931306,0.093483358,321.8588271,0.086866568
259.1690735,0.215300147,328.1134241,0.189172312,442.2058999,0.126058321,,,449.1075242,0.094501325,324.0155847,0.118678056
261.4696149,0.208920884,330.2941456,0.197372607,446.5194151,0.132013432,,,454.2837423,0.095349632,324.0155847,0.125549337
266.2144816,0.201896907,334.7993726,0.19426215,450.2783354,0.141764107,,,459.4599605,0.095604124,325.6547204,0.135220029
271.3906998,0.199436819,336.5247786,0.201265767,449.5388757,0.132166127,,,464.6361787,0.098064212,328.7604513,0.141633225
276.566918,0.197825037,339.6305095,0.194872931,452.1269848,0.152610309,,,469.8123969,0.097385567,330.2701817,0.133056848
281.7431362,0.197061561,343.8577544,0.202914875,453.482661,0.160596507,,,474.9886151,0.098233873,332.642615,0.124361708
286.9193543,0.198164359,348.4588372,0.200030633,456.8102298,0.1668255,,,480.1648333,0.101542268,337.8188332,0.11927187
292.0955725,0.199776141,350.9442436,0.206550473,461.3814355,0.159836337,,,485.3410515,0.103069219,342.1323483,0.116514875
295.8051956,0.203729249,355.5042453,0.203932842,466.5341254,0.166115346,,,490.5172696,0.10714109,346.014512,0.110483417
297.7031422,0.213858027,357.6610029,0.211313108,464.2048272,0.161687187,,,494.3994333,0.112824742,349.2496483,0.100214669
300.5377379,0.228145929,358.3080302,0.207368483,471.2789921,0.161687187,,,497.4188939,0.119314286,352.7004605,0.099591163
298.5658453,0.221238292,363.2685726,0.209955817,471.7226679,0.156015653,,,499.5756515,0.126567305,354.2101908,0.091192931
305.898821,0.228957879,365.979925,0.201460635,471.9691545,0.153373785,,,501.3010575,0.135983505,358.5237059,0.08576377
309.7809847,0.233072165,366.0292223,0.194974728,476.7140212,0.1581243,,,502.6567337,0.141909531,363.6999241,0.083558174
312.8867156,0.240885066,370.1701968,0.206053608,481.0275363,0.154866804,,,506.2616,0.136746981,368.8761423,0.083897496
312.3690938,0.248893078,372.66245,0.224857732,485.3410515,0.158209131,,,508.921601,0.140055376,374.0523605,0.084321649
314.7846622,0.24454975,371.7518191,0.216233284,488.7918636,0.166044088,,,513.6664676,0.143787923,379.2285787,0.083727835
317.4374741,0.237016789,375.346415,0.231248306,493.9680818,0.163426215,,,517.0453878,0.14463623,384.4047968,0.085297202
319.270718,0.230145508,378.4521459,0.224801178,498.7129484,0.168247423,,,519.609533,0.136916642,389.581015,0.083727835
324.0155847,0.223443888,377.6469564,0.235320177,504.1479775,0.168741703,,,518.5551182,0.131657143,394.7572332,0.079443888
323.8718008,0.21699676,378.7972271,0.231163476,506.9086272,0.165674227,,,524.2705257,0.142918409,399.9334514,0.077789691
327.5143247,0.23973137,382.6793908,0.223274227,511.2221424,0.175175258,,,528.0448515,0.147435641,405.1096696,0.079910457
325.3096392,0.232435935,381.8166877,0.216657437,509.7555472,0.166369838,,,531.4956636,0.150693137,410.2858878,0.081607069
330.8555873,0.249305113,382.2480393,0.212076583,513.9951164,0.181392131,,,534.5151242,0.141921649,415.462106,0.08177673
330.4858574,0.256697496,387.3010142,0.227709657,514.6729545,0.188663328,,,537.1032333,0.137764948,420.6383241,0.078468336
335.2307241,0.24407894,388.2869605,0.221136495,517.9799828,0.174694551,,,541.4167485,0.13259028,425.8145423,0.076262739
335.8058594,0.25321944,391.7377726,0.216487776,516.8297121,0.181537555,,,545.7302636,0.133014433,430.9907605,0.076771723
335.2307241,0.258394109,392.6004756,0.209362003,521.6608491,0.168711163,,,549.6124273,0.139178792,436.1669787,0.079825626
339.4004554,0.234132548,393.4631787,0.203805596,525.3704721,0.177526763,,,554.4189156,0.138128508,441.3431969,0.084236819
339.4579689,0.227753284,395.0160441,0.19614539,526.0841628,0.19278147,,,556.945403,0.145908689,446.5194151,0.084915464
340.4069423,0.244906038,399.0707484,0.207190339,524.5940394,0.170339912,,,558.5270252,0.137595287,451.6956333,0.086442415
341.7009968,0.223952872,400.9399383,0.21563947,526.3194454,0.184591458,,,561.0740532,0.130348327,456.8718514,0.087630044
345.1518089,0.236571429,402.4137226,0.20024271,530.3976779,0.199722158,,,565.1410818,0.127585272,462.0480696,0.087884536
344.7204574,0.228873049,402.090209,0.191717231,531.0643121,0.19154757,,,566.5789202,0.134711046,467.2242878,0.08975081
344.7204574,0.249486892,405.5410211,0.208004713,534.5151242,0.196679823,,,569.8859485,0.141667158,472.400506,0.08975081
344.9361332,0.2445243,408.5604817,0.214451841,535.6653949,0.189087482,,,575.2470316,0.139001052,477.5767242,0.091447423
347.739918,0.222383505,412.9818347,0.218756996,537.4113415,0.18357349,,,578.7717897,0.149573373,482.7529424,0.092295729
350.9990184,0.229212371,414.340592,0.211364006,540.8895411,0.178709867,,,577.6502758,0.142345803,487.9291606,0.092889543
350.3280271,0.23447187,414.1680514,0.206477761,541.4167485,0.190012135,,,580.4232498,0.161687187,493.1053787,0.093992342
355.1591641,0.221441885,416.9287011,0.231825155,540.5540454,0.185304035,,,583.0853049,0.153645243,498.2815969,0.096961414
357.517219,0.214451841,418.050215,0.224122533,545.7302636,0.176129602,,,584.6135217,0.142854786,503.4578151,0.100609131
357.7226245,0.206986745,417.6188635,0.219456848,546.7367505,0.172036524,,,587.5713606,0.137510457,508.6340333,0.103747865
360.6804635,0.225946392,423.2264332,0.225098085,551.4241036,0.173801001,,,592.3162273,0.136068336,513.8102515,0.107395582
361.0255447,0.231519764,424.0891363,0.218311635,554.4052219,0.197881591,,,597.923797,0.136746981,518.9864697,0.110703976
361.111815,0.210549632,426.3691371,0.233526615,553.4945909,0.190699264,,,602.1140689,0.14001902,524.1626879,0.115369661
364.670465,0.238798233,428.8340029,0.223986804,553.0632394,0.184930781,,,605.9346109,0.149689712,529.338906,0.117999411
364.1312756,0.246348159,430.1280575,0.21500324,553.6383747,0.179162297,,,611.295694,0.150150221,534.5151242,0.120629161
367.5820877,0.239561708,435.421917,0.211234446,558.5270252,0.203548277,,,616.2870472,0.150271408,539.6913424,0.122834757
368.8761423,0.232944919,440.4804939,0.216801649,561.3451885,0.19802863,,,620.5697516,0.144827099,544.4362091,0.127483476
372.6720356,0.225666451,441.2569266,0.209226274,561.2589182,0.190953756,,,624.4950503,0.149471576,549.0372919,0.132844772
372.9308465,0.219813137,444.1161709,0.228228336,562.1216212,0.184455729,,,626.9106188,0.165809956,552.8475636,0.137701325
375.1307393,0.234535493,445.1021172,0.234762718,564.2783788,0.17723947,,,626.392997,0.157615317,556.5140515,0.135050368
375.7777665,0.22632813,445.8723878,0.221492784,563.5594596,0.169237113,,,628.1184031,0.170339912,559.5335121,0.128772901
378.6246865,0.249792283,443.4999545,0.215130486,567.2978394,0.184930781,,,631.784891,0.162005302,564.4221626,0.126906627
376.209118,0.242615611,446.9507666,0.238034757,569.3683267,0.178636348,,,631.1378637,0.156342857,566.8664879,0.140309867
379.2285787,0.259793814,449.2923891,0.22596457,574.6308152,0.177669278,,,636.5728928,0.16128,566.0037849,0.133693078
378.5096595,0.233793225,450.8945519,0.217893541,573.8913554,0.171503303,,,638.7584071,0.154448306,569.8859485,0.150998527
384.2199319,0.252577151,452.472066,0.214825096,574.6308152,0.168558468,,,640.1962455,0.14998056,575.0621667,0.153373785
382.5356069,0.262296318,455.5777969,0.220098168,578.7090477,0.205783693,,,644.9411122,0.146587334,579.6837901,0.155942941
388.718312,0.251904566,457.7345545,0.211758468,578.0816273,0.197214256,,,645.8038152,0.141073343,581.8775206,0.153950633
388.718312,0.245669514,460.7540151,0.206392931,577.6502758,0.191462739,,,650.3330061,0.151762003,587.324874,0.160378372
394.0670708,0.247196465,462.4794211,0.213433873,577.2189243,0.184930781,,,655.1086836,0.151434799,590.1594697,0.165504566
395.0653414,0.241161372,464.9812599,0.220576613,577.7940596,0.176956701,,,657.0189546,0.156258027,592.229957,0.158633284
396.2238284,0.206274168,469.9972618,0.22043846,583.504332,0.210331496,,,660.9011183,0.152143741,595.7670394,0.152440648
395.1885847,0.263653608,469.8123969,0.213773196,583.504332,0.203569283,,,662.1951728,0.157615317,600.9432576,0.153288954
395.1885847,0.257545803,474.5572636,0.22505567,588.146496,0.197768483,,,667.371391,0.156936672,605.2567728,0.151380265
396.0512878,0.198334021,474.5572636,0.221916937,586.7086576,0.20495081,,,671.007068,0.152889039,606.5508273,0.145399705
399.0707484,0.232435935,473.263209,0.213349043,589.7897398,0.189245024,,,676.3339169,0.153260677,609.5702879,0.138698085
398.6393969,0.226497791,478.3531569,0.22693891,593.6102818,0.185722533,,,679.4492334,0.159905744,614.7465061,0.137510457
400.0197217,0.21910056,481.6505996,0.222312813,598.0963376,0.185507629,,,680.743288,0.152970839,619.9227243,0.133862739
399.5020999,0.212331075,486.3475383,0.22542327,599.2178515,0.17604053,,,686.5665334,0.157742563,625.1605641,0.133111382
399.9334514,0.204272165,485.0822406,0.217878999,603.0137449,0.191310044,,,686.7822092,0.150871281,628.8085655,0.130639175
401.2275059,0.198334021,487.9291606,0.237695434,603.7901776,0.185711222,,,685.9195061,0.163214138,633.7259728,0.130978498
403.3842635,0.239985862,490.0859181,0.246574374,606.6946111,0.197655376,,,691.2682649,0.150998527,638.902191,0.129197054
402.090209,0.233453903,489.6545666,0.225819146,608.2762334,0.194440295,,,695.4092395,0.148250015,642.7843546,0.128094256
402.090209,0.227346097,494.7691632,0.242761035,611.6311896,0.202349337,,,698.8600516,0.15405243,645.6189503,0.122495434
407.0507514,0.249105155,496.0015961,0.236216958,611.7270455,0.206986745,,,701.0168092,0.168897791,650.9800334,0.124446539
408.0058869,0.25548563,497.7424075,0.230781738,615.5760282,0.191521468,,,702.3108637,0.161856848,656.1562516,0.127500442
412.3194021,0.244942394,498.7129484,0.25521296,614.3151546,0.20087894,,,700.5854577,0.176447717,661.3324698,0.130469514
411.1485908,0.237016789,500.869706,0.243463918,620.0089946,0.193040589,,,705.9054597,0.165165243,666.508688,0.131572312
410.8897799,0.230908984,501.4735981,0.23793296,620.7854273,0.18620324,,,708.7811365,0.159990574,671.9930144,0.128166968
411.8264289,0.218838797,501.5886252,0.229551694,623.69705,0.181804772,,,714.1969944,0.158859499,676.8611243,0.132738733
414.5994029,0.224546686,506.3047351,0.242513814,626.9681324,0.175344919,,,718.8254646,0.162414307,682.468694,0.135538144
414.6856732,0.213603535,509.3888984,0.25648542,630.8790528,0.170543505,,,723.2622231,0.156161077,684.301938,0.214875994
415.8934575,0.246178498,509.0653848,0.248723417,631.1378637,0.176829455,,,727.4730355,0.159566421,685.7038304,0.204060088
416.324809,0.239561708,508.6340333,0.263483947,632.9248914,0.184227898,,,730.6075231,0.153645243,685.6842235,0.185378069
416.7561605,0.233793225,512.8037646,0.241258321,634.7735407,0.193389607,,,735.0935789,0.151914698,685.4881546,0.176447717
419.020756,0.224292194,512.5161969,0.252795287,637.1767849,0.202405891,,,738.4211477,0.157469893,685.4881546,0.170339912
418.4815666,0.218693373,514.9810627,0.235271702,640.7452383,0.213057534,,,742.8579062,0.164147275,685.5744249,0.163926716
423.9042713,0.226546266,518.2100369,0.240477879,641.7059758,0.207419381,,,743.4330415,0.158972607,685.4018843,0.158226097
423.6577847,0.218693373,521.5745788,0.251183505,642.7843546,0.223274227,,,746.8838537,0.154391753,685.4018843,0.151405714
425.8145423,0.231468866,524.1626879,0.256867158,645.8038152,0.214604536,,,750.190882,0.16346863,685.4881546,0.145908689
427.863462,0.212840059,526.5351212,0.251904566,646.6665182,0.209786156,,,755.563169,0.167471094,685.9195061,0.140479529
427.9712999,0.208174374,528.0448515,0.259072754,650.7643576,0.214112518,,,758.8179123,0.167286009,684.6254516,0.223274227
429.4810302,0.225501031,528.9075545,0.268701031,653.7838182,0.20708218,,,760.5433183,0.162281001,686.6589659,0.197316053
430.559409,0.219372018,531.9749431,0.275756112,656.1562516,0.197400884,,,764.425482,0.158802946,684.6254516,0.192735199
433.1475181,0.212020029,535.3778273,0.26789514,656.1562516,0.192565538,,,767.4449426,0.155070398,689.3703183,0.209913402
435.242654,0.224917517,539.2599909,0.269761414,660.7573344,0.197655376,,,771.2408359,0.161483594,688.2200476,0.136916642
435.390546,0.218591576,540.1226939,0.262873166,661.0449021,0.191581502,,,775.6406214,0.163949337,689.5428589,0.168711163
439.3302231,0.21436701,540.985397,0.256273343,663.8726509,0.186570839,,,780.385488,0.16537732,689.0827506,0.1581243
440.6653588,0.220816562,,,663.0578758,0.18077408,,,783.6514352,0.159069556,688.9389668,0.150489543
443.0686029,0.21300972,,,666.3649041,0.20540324,,,785.1303547,0.154391753,688.9389668,0.145654197
445.1175226,0.227078881,,,666.508688,0.19741785,,,784.6990032,0.164232106,691.6996165,0.201896907
445.9648203,0.233308479,,,666.9400395,0.193244183,,,789.300086,0.156936672,690.8081567,0.188324006
445.8723878,0.220602062,,,666.6935529,0.215901233,,,793.0672226,0.156190162,690.6643728,0.18077408
451.0177952,0.226497791,,,672.0299874,0.196247187,,,797.0164854,0.152299264,690.2330213,0.17542975
450.8329302,0.221238292,,,676.1944902,0.185479866,,,797.2081971,0.146417673,694.2589688,0.219089249
449.1075242,0.212712813,,,676.4297728,0.195407364,,,,,694.5465365,0.211397938
456.3172566,0.228073217,,,680.743288,0.187899853,,,,,694.977888,0.195916348
455.2902292,0.221874521,,,682.0373425,0.209404418,,,,,694.977888,0.231621561
456.0091484,0.218184389,,,681.605991,0.201133432,,,,,694.977888,0.224292194
460.6307718,0.228727625,,,681.605991,0.195110457,,,,,694.977888,0.248723417
463.1695836,0.213908925,,,683.3313971,0.216148454,,,,,694.977888,0.240834168
464.348611,0.220220324,,,685.0568031,0.224631517,,,,,695.5817801,0.258903093
469.9561807,0.217630162,,,687.2135607,0.205035641,,,,,696.0994019,0.201998704
470.2437484,0.212967305,,,687.3573445,0.197909867,,,,,696.2719425,0.266028866
475.0748854,0.217471811,,,685.0568031,0.186627393,,,,,696.8470779,0.187984683
475.995102,0.21165243,,,688.9389668,0.210804124,,,,,697.9973486,0.178483652
481.3726175,0.218082592,,,692.6978871,0.205896066,,,,,698.4287001,0.171866863
480.078563,0.210244242,,,692.0816707,0.196952493,,,,,698.5149704,0.166166244
484.9096999,0.225246539,,,696.2719425,0.214875994,,,,,697.6276187,0.159796676
485.4848353,0.220559647,,,696.4876183,0.223274227,,,,,698.1698892,0.216453844
487.0664575,0.233453903,,,697.8535647,0.204526657,,,,,698.5724839,0.208344035
489.2232151,0.225411959,,,699.6268988,0.196448895,,,,,698.4287001,0.225310162
492.1810541,0.215494046,,,699.7227546,0.215469809,,,,,697.9973486,0.156597349
492.2426757,0.20902268,,,700.1541062,0.209531664,,,,,700.1541062,0.200497202
495.175866,0.239052725,,,699.7227546,0.223274227,,,,,702.3108637,0.180010604
495.4346769,0.232028748,,,703.1735668,0.182555523,,,,,701.4481607,0.172884831
493.9680818,0.225819146,,,703.1735668,0.19606056,,,,,704.8989728,0.19561944
497.7543895,0.248214433,,,704.5538916,0.188887281,,,,,704.8989728,0.188332489
497.4188939,0.261787334,,,708.0262713,0.1824919,,,,,707.6596225,0.206274168
498.7129484,0.255594698,,,709.7516774,0.194707511,,,,,707.0557304,0.182810015
498.022786,0.278040884,,,709.4281637,0.189172312,,,,,708.349785,0.226073638
497.8502454,0.269761414,,,714.3887062,0.191920825,,,,,707.9184334,0.218184389
